Yes,656.8848,656.8191,656.9505,656.8840,-0.0009,-1.31,656.8851,0.0003,0.47,4763,47702,Undefined,Yes,
Yes,792.8596,792.7803,792.9389,792.8575,-0.0022,-2.72,792.8591,-0.0006,-0.70,1194,42190,Undefined,Yes,
No,928.8344,928.7416,928.9273,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,
 ,
 ,
 ,
 ,
Calibration Parameters Summary,
ScanType,Slope,Delay(nsec),
TOF MS (Negative) Start,0.000489808124052,-12.789368354932500,
TOF MS (Negative) Finish,0.000489807416075,-12.806157560957700,
TOF MS/MS  (Negative) Start,0.000489806026866,-12.926811064880100,
TOF MS/MS  (Negative) Finish,0.000489807211423,-12.855382030897500,
TOF MS/MS Zeno (Negative) Start,0.000489806552253,-12.899731582514800,
TOF MS/MS Zeno (Negative) Finish,0.000489807644695,-12.829618817350400,
 ,
Dynamic Channel Alignment,
Polarity: Negative,
Alignment to channel: 2,
Dynamic channel alignment succeeded!,
Item,Old Value,New Value,
Channel 1 vs 2 Slope,0.014048526511644,0.018483976407745,
Channel 1 vs 2 Intercept,-11.223975390793300,-11.972251596755500,
Channel 3 vs 2 Slope,-0.021234894583695,-0.025103022177317,
Channel 3 vs 2 Intercept,-1.632315294120770,-1.605487790669800,
Channel 4 vs 2 Slope,-0.026183159744855,-0.032781295423733,
Channel 4 vs 2 Intercept,11.749455781688700,11.939898710515000,
